"","task","description","start","finish","duration","duration_hrs","note","category","date"
"2768","psi",NA,2019-02-23 11:09:00,2019-02-23 11:21:00,00:12:31,0.2086439,NA,"psi",2019-02-23
"2769","review",NA,2019-02-23 11:31:00,2019-02-23 11:32:00,00:00:33,0.0092601,NA,"psi",2019-02-23
"2770","phi",NA,2019-02-23 11:32:00,2019-02-23 11:32:00,00:00:21,0.0060671,NA,"phi",2019-02-23
"2771","review",NA,2019-02-23 11:32:00,2019-02-23 11:32:00,00:00:21,0.0060256,NA,"psi",2019-02-23
"2772","phi",NA,2019-02-23 11:32:00,2019-02-23 11:58:00,00:25:25,0.4236297,NA,"phi",2019-02-23
"2773","review",NA,2019-02-23 11:59:00,2019-02-23 11:59:00,00:00:13,0.0037184,NA,"psi",2019-02-23
"2774","theta",NA,2019-02-23 12:10:00,2019-02-23 12:31:00,00:20:32,0.3423288,NA,"theta",2019-02-23
"2775","review",NA,2019-02-23 12:31:00,2019-02-23 12:32:00,00:00:40,0.0113108,NA,"psi",2019-02-23
"2776","theta",NA,2019-02-23 13:10:00,2019-02-23 13:23:00,00:12:51,0.2142241,NA,"theta",2019-02-23
"2777","theta",NA,2019-02-23 13:46:00,2019-02-23 14:06:00,00:20:10,0.3363493,NA,"theta",2019-02-23
"2778","phi",NA,2019-02-23 14:25:00,2019-02-23 14:27:00,00:01:38,0.027453,NA,"phi",2019-02-23
"2779","Collaboration",NA,2019-02-23 20:20:00,2019-02-23 20:20:00,00:00:00,0.0001127,NA,"theta",2019-02-23
"2780","Collaboration",NA,2019-02-23 20:20:00,2019-02-23 20:20:00,00:00:01,0.0004579,NA,"theta",2019-02-23
"2781","Collaboration",NA,2019-02-23 20:20:00,2019-02-23 20:20:00,00:00:00,0.0001559,NA,"theta",2019-02-23
"2782","Collaboration",NA,2019-02-23 20:20:00,2019-02-23 20:20:00,00:00:00,6.3e-05,NA,"theta",2019-02-23
"2783","Collaboration",NA,2019-02-23 20:20:00,2019-02-23 20:20:00,00:00:01,0.0004723,NA,"theta",2019-02-23
"2784","phi",NA,2019-02-25 08:17:00,2019-02-25 08:18:00,00:00:30,0.0085134,NA,"phi",2019-02-25
"2785","review",NA,2019-02-25 08:18:00,2019-02-25 08:18:00,00:00:02,0.0006777,NA,"psi",2019-02-25
"2786","review",NA,2019-02-25 08:18:00,2019-02-25 08:18:00,00:00:17,0.0049972,NA,"psi",2019-02-25
"2787","phi",NA,2019-02-25 08:18:00,2019-02-25 08:18:00,00:00:00,0.0001013,NA,"phi",2019-02-25
"2788","phi",NA,2019-02-25 08:18:00,2019-02-25 08:18:00,00:00:00,0.0002436,NA,"phi",2019-02-25
"2789","psi",NA,2019-02-25 08:18:00,2019-02-25 08:18:00,00:00:00,0.0001211,NA,"psi",2019-02-25
"2790","Collaboration",NA,2019-02-25 08:18:00,2019-02-25 08:18:00,00:00:00,0.0001164,NA,"theta",2019-02-25
"2791","review",NA,2019-02-25 09:40:00,2019-02-25 10:00:00,00:19:18,0.3218632,NA,"psi",2019-02-25
"2792","psi",NA,2019-02-25 10:00:00,2019-02-25 10:12:00,00:11:58,0.1995756,NA,"psi",2019-02-25
"2793","review",NA,2019-02-25 10:12:00,2019-02-25 10:21:00,00:09:29,0.1582417,NA,"psi",2019-02-25
"2794","phi",NA,2019-02-25 10:21:00,2019-02-25 10:43:00,00:21:25,0.3571011,NA,"phi",2019-02-25
"2795","psi",NA,2019-02-25 10:43:00,2019-02-25 10:46:00,00:03:18,0.0551819,NA,"psi",2019-02-25
"2796","psi",NA,2019-02-25 10:46:00,2019-02-25 10:51:00,00:04:43,0.0787626,NA,"psi",2019-02-25
"2797","psi",NA,2019-02-25 10:51:00,2019-02-25 10:54:00,00:03:19,0.0553182,NA,"psi",2019-02-25
"2798","review",NA,2019-02-25 10:54:00,2019-02-25 11:00:00,00:05:22,0.0896863,NA,"psi",2019-02-25
"2799","review",NA,2019-02-25 11:45:00,2019-02-25 11:46:00,00:01:32,0.0256757,NA,"psi",2019-02-25
"2800","phi",NA,2019-02-25 11:46:00,2019-02-25 12:09:00,00:22:46,0.3795557,NA,"phi",2019-02-25
"2801","theta",NA,2019-02-25 12:09:00,2019-02-25 12:30:00,00:20:31,0.3419792,NA,"theta",2019-02-25
"2802","psi",NA,2019-02-25 12:30:00,2019-02-25 12:31:00,00:00:30,0.0083573,NA,"psi",2019-02-25
"2803","review",NA,2019-02-25 12:31:00,2019-02-25 12:32:00,00:01:18,0.021834,NA,"psi",2019-02-25
"2804","review",NA,2019-02-25 12:51:00,2019-02-25 12:54:00,00:03:50,0.0639456,NA,"psi",2019-02-25
"2805","review",NA,2019-02-25 13:35:00,2019-02-25 13:47:00,00:11:44,0.1955795,NA,"psi",2019-02-25
"2806","phi",NA,2019-02-25 13:50:00,2019-02-25 14:06:00,00:15:38,0.2607854,NA,"phi",2019-02-25
"2807","theta",NA,2019-02-25 14:10:00,2019-02-25 14:39:00,00:28:58,0.4830218,NA,"theta",2019-02-25
"2808","psi",NA,2019-02-25 14:39:00,2019-02-25 14:40:00,00:01:10,0.0195522,NA,"psi",2019-02-25
"2809","review",NA,2019-02-25 14:40:00,2019-02-25 14:43:00,00:02:46,0.0463181,NA,"psi",2019-02-25
"2810","housework  errands",NA,2019-02-25 14:43:00,2019-02-25 15:04:00,00:21:02,0.3505677,NA,"wellness",2019-02-25
"2811","review",NA,2019-02-25 15:05:00,2019-02-25 15:07:00,00:02:11,0.0364881,NA,"psi",2019-02-25
"2812","review",NA,2019-02-25 16:28:00,2019-02-25 16:30:00,00:01:39,0.027513,NA,"psi",2019-02-25
"2813","phi",NA,2019-02-25 16:30:00,2019-02-25 16:40:00,00:10:14,0.1707007,NA,"phi",2019-02-25
"2814","phi",NA,2019-02-25 17:05:00,2019-02-25 17:07:00,00:02:10,0.036154,NA,"phi",2019-02-25
"2815","review",NA,2019-02-25 17:07:00,2019-02-25 17:08:00,00:00:47,0.0130644,NA,"psi",2019-02-25
"2816","review",NA,2019-02-25 17:26:00,2019-02-25 17:26:00,00:00:04,0.0013362,NA,"psi",2019-02-25
"2817","phi",NA,2019-02-25 17:26:00,2019-02-25 18:05:00,00:38:24,0.6400304,NA,"phi",2019-02-25
"2818","review",NA,2019-02-25 18:05:00,2019-02-25 18:09:00,00:04:04,0.0679883,NA,"psi",2019-02-25
"2819","housework  errands",NA,2019-02-25 18:15:00,2019-02-25 18:23:00,00:07:43,0.128836,NA,"wellness",2019-02-25
"2820","review",NA,2019-02-25 18:23:00,2019-02-25 18:26:00,00:03:32,0.0590927,NA,"psi",2019-02-25
"2821","psi",NA,2019-02-25 18:26:00,2019-02-25 18:32:00,00:05:47,0.0966541,NA,"psi",2019-02-25
"2822","theta",NA,2019-02-25 18:32:00,2019-02-25 18:36:00,00:03:59,0.0664504,NA,"theta",2019-02-25
"2823","theta",NA,2019-02-25 18:37:00,2019-02-25 18:44:00,00:07:28,0.1247102,NA,"theta",2019-02-25
"2824","theta",NA,2019-02-25 18:44:00,2019-02-25 19:05:00,00:20:30,0.3417184,NA,"theta",2019-02-25
"2825","review",NA,2019-02-25 19:05:00,2019-02-25 19:06:00,00:00:48,0.0135113,NA,"psi",2019-02-25
"2826","housework  errands",NA,2019-02-25 19:06:00,2019-02-25 19:07:00,00:01:19,0.0219653,NA,"wellness",2019-02-25
"2827","review",NA,2019-02-25 19:07:00,2019-02-25 19:08:00,00:00:57,0.0159979,NA,"psi",2019-02-25
"2828","phi",NA,2019-02-25 19:31:00,2019-02-25 19:40:00,00:08:26,0.1406401,NA,"phi",2019-02-25
"2829","theta",NA,2019-02-25 19:40:00,2019-02-25 19:43:00,00:03:04,0.0513076,NA,"theta",2019-02-25
"2830","psi",NA,2019-02-25 19:43:00,2019-02-25 19:45:00,00:01:52,0.0311327,NA,"psi",2019-02-25
"2831","phi",NA,2019-02-25 20:02:00,2019-02-25 20:09:00,00:07:06,0.118337,NA,"phi",2019-02-25
"2832","housework  errands",NA,2019-02-25 20:11:00,2019-02-25 21:16:00,01:04:53,1.0815622,NA,"wellness",2019-02-25
"2833","phi",NA,2019-02-25 21:30:00,2019-02-25 21:37:00,00:06:50,0.1140477,NA,"phi",2019-02-25
"2834","review",NA,2019-02-26 07:24:00,2019-02-26 07:32:00,00:08:01,0.1338134,NA,"psi",2019-02-26
"2835","psi",NA,2019-02-26 07:32:00,2019-02-26 07:54:00,00:21:20,0.3556935,NA,"psi",2019-02-26
"2836","review",NA,2019-02-26 07:54:00,2019-02-26 07:56:00,00:02:16,0.038016,NA,"psi",2019-02-26
"2837","phi",NA,2019-02-26 09:18:00,2019-02-26 09:23:00,00:05:01,0.0837471,NA,"phi",2019-02-26
"2838","psi",NA,2019-02-26 09:28:00,2019-02-26 09:41:00,00:13:27,0.2242083,NA,"psi",2019-02-26
"2839","review",NA,2019-02-26 09:41:00,2019-02-26 09:46:00,00:04:40,0.0779565,NA,"psi",2019-02-26
"2840","phi",NA,2019-02-26 10:09:00,2019-02-26 10:30:00,00:20:34,0.3427876,NA,"phi",2019-02-26
"2841","theta",NA,2019-02-26 10:30:00,2019-02-26 10:52:00,00:22:30,0.3752307,NA,"theta",2019-02-26
"2842","review",NA,2019-02-26 10:52:00,2019-02-26 10:55:00,00:03:02,0.0505906,NA,"psi",2019-02-26
"2843","theta",NA,2019-02-26 11:10:00,2019-02-26 11:12:00,00:01:38,0.0274068,NA,"theta",2019-02-26
"2844","phi",NA,2019-02-26 12:34:00,2019-02-26 12:55:00,00:20:08,0.3355935,NA,"phi",2019-02-26
"2845","theta",NA,2019-02-26 12:55:00,2019-02-26 13:19:00,00:24:03,0.4010296,NA,"theta",2019-02-26
"2846","review",NA,2019-02-26 13:19:00,2019-02-26 13:20:00,00:01:33,0.0258885,NA,"psi",2019-02-26
"2847","theta",NA,2019-02-26 14:49:00,2019-02-26 15:13:00,00:23:27,0.3908529,NA,"theta",2019-02-26
"2848","review",NA,2019-02-26 15:13:00,2019-02-26 15:19:00,00:05:45,0.0959509,NA,"psi",2019-02-26
"2849","phi",NA,2019-02-26 15:21:00,2019-02-26 15:30:00,00:09:07,0.152055,NA,"phi",2019-02-26
"2850","review",NA,2019-02-26 15:31:00,2019-02-26 15:32:00,00:01:03,0.0175541,NA,"psi",2019-02-26
"2851","theta",NA,2019-02-26 15:52:00,2019-02-26 15:58:00,00:06:14,0.1039803,NA,"theta",2019-02-26
"2852","review",NA,2019-02-26 18:31:00,2019-02-26 18:32:00,00:01:03,0.0175452,NA,"psi",2019-02-26
"2853","phi",NA,2019-02-26 18:32:00,2019-02-26 18:50:00,00:18:31,0.308747,NA,"phi",2019-02-26
"2854","psi",NA,2019-02-26 18:51:00,2019-02-26 18:55:00,00:04:28,0.0746096,NA,"psi",2019-02-26
"2855","review",NA,2019-02-26 18:55:00,2019-02-26 18:59:00,00:03:12,0.0533799,NA,"psi",2019-02-26
"2856","review",NA,2019-02-26 20:48:00,2019-02-26 20:48:00,00:00:03,0.0008987,NA,"psi",2019-02-26
"2857","phi",NA,2019-02-26 20:48:00,2019-02-26 21:27:00,00:38:40,0.6445198,NA,"phi",2019-02-26
"2858","review",NA,2019-02-26 21:34:00,2019-02-26 21:35:00,00:00:59,0.0164513,NA,"psi",2019-02-26
"2859","phi",NA,2019-02-26 21:37:00,2019-02-26 22:09:00,00:32:34,0.5430361,NA,"phi",2019-02-26
"2860","psi",NA,2019-02-26 22:09:00,2019-02-26 22:10:00,00:00:57,0.015942,NA,"psi",2019-02-26
"2861","review",NA,2019-02-26 22:10:00,2019-02-26 22:13:00,00:03:07,0.0521871,NA,"psi",2019-02-26
"2862","review",NA,2019-02-26 22:14:00,2019-02-26 22:17:00,00:03:47,0.0631411,NA,"psi",2019-02-26
"2863","review",NA,2019-02-27 07:20:00,2019-02-27 07:24:00,00:03:05,0.0514904,NA,"psi",2019-02-27
"2864","psi",NA,2019-02-27 07:24:00,2019-02-27 07:39:00,00:15:24,0.2568464,NA,"psi",2019-02-27
"2865","review",NA,2019-02-27 08:31:00,2019-02-27 08:34:00,00:03:18,0.0552162,NA,"psi",2019-02-27
"2866","phi",NA,2019-02-27 08:34:00,2019-02-27 08:53:00,00:18:56,0.3156931,NA,"phi",2019-02-27
"2867","review",NA,2019-02-27 08:57:00,2019-02-27 08:58:00,00:01:20,0.0222761,NA,"psi",2019-02-27
"2868","phi",NA,2019-02-27 08:58:00,2019-02-27 09:29:00,00:30:42,0.5116971,NA,"phi",2019-02-27
"2869","review",NA,2019-02-27 09:29:00,2019-02-27 09:30:00,00:01:43,0.0286587,NA,"psi",2019-02-27
"2870","phi",NA,2019-02-27 10:29:00,2019-02-27 10:32:00,00:03:28,0.0578552,NA,"phi",2019-02-27
"2871","phi",NA,2019-02-27 10:40:00,2019-02-27 10:40:00,00:00:05,0.0015968,NA,"phi",2019-02-27
"2872","theta",NA,2019-02-27 10:40:00,2019-02-27 10:41:00,00:01:42,0.0285812,NA,"theta",2019-02-27
"2873","review",NA,2019-02-27 10:41:00,2019-02-27 10:43:00,00:01:19,0.0219733,NA,"psi",2019-02-27
"2874","phi",NA,2019-02-27 10:43:00,2019-02-27 10:43:00,00:00:31,0.0086235,NA,"phi",2019-02-27
"2875","review",NA,2019-02-27 10:43:00,2019-02-27 10:47:00,00:03:32,0.0591223,NA,"psi",2019-02-27
"2876","phi",NA,2019-02-27 10:47:00,2019-02-27 11:04:00,00:17:41,0.2947692,NA,"phi",2019-02-27
"2877","theta",NA,2019-02-27 17:28:00,2019-02-27 17:30:00,00:01:33,0.0259621,NA,"theta",2019-02-27
"2878","psi",NA,2019-02-27 17:30:00,2019-02-27 17:30:00,00:00:08,0.0022754,NA,"psi",2019-02-27
"2879","review",NA,2019-02-27 17:30:00,2019-02-27 17:34:00,00:03:56,0.0658324,NA,"psi",2019-02-27
"2880","phi",NA,2019-02-27 17:34:00,2019-02-27 17:43:00,00:09:42,0.1619301,NA,"phi",2019-02-27
"2881","theta",NA,2019-02-27 17:48:00,2019-02-27 18:00:00,00:11:46,0.1962023,NA,"theta",2019-02-27
"2882","housework  errands",NA,2019-02-27 18:00:00,2019-02-27 18:03:00,00:03:21,0.0558894,NA,"wellness",2019-02-27
"2883","psi",NA,2019-02-27 18:07:00,2019-02-27 18:14:00,00:07:17,0.1216158,NA,"psi",2019-02-27
"2884","housework  errands",NA,2019-02-27 18:14:00,2019-02-27 18:16:00,00:01:39,0.0275194,NA,"wellness",2019-02-27
"2885","review",NA,2019-02-28 07:33:00,2019-02-28 07:37:00,00:03:22,0.0563662,NA,"psi",2019-02-28
"2886","psi",NA,2019-02-28 07:37:00,2019-02-28 07:38:00,00:01:10,0.0195297,NA,"psi",2019-02-28
"2887","psi",NA,2019-02-28 07:38:00,2019-02-28 07:47:00,00:09:04,0.1513477,NA,"psi",2019-02-28
"2888","review",NA,2019-02-28 07:47:00,2019-02-28 07:47:00,00:00:13,0.003767,NA,"psi",2019-02-28
"2889","psi",NA,2019-02-28 07:47:00,2019-02-28 07:52:00,00:04:23,0.0730724,NA,"psi",2019-02-28
"2890","review",NA,2019-02-28 08:47:00,2019-02-28 08:49:00,00:02:38,0.0439192,NA,"psi",2019-02-28
"2891","psi",NA,2019-02-28 08:59:00,2019-02-28 08:59:00,00:00:14,0.0039004,NA,"psi",2019-02-28
"2892","review",NA,2019-02-28 08:59:00,2019-02-28 09:00:00,00:01:16,0.0211755,NA,"psi",2019-02-28
"2893","review",NA,2019-02-28 09:08:00,2019-02-28 09:09:00,00:01:17,0.0214745,NA,"psi",2019-02-28
"2894","phi",NA,2019-02-28 09:09:00,2019-02-28 09:12:00,00:02:41,0.044999,NA,"phi",2019-02-28
"2895","review",NA,2019-02-28 09:12:00,2019-02-28 09:15:00,00:03:05,0.0516163,NA,"psi",2019-02-28
"2896","phi",NA,2019-02-28 09:16:00,2019-02-28 09:25:00,00:09:17,0.1547249,NA,"phi",2019-02-28
"2897","theta",NA,2019-02-28 09:28:00,2019-02-28 09:35:00,00:07:26,0.1241313,NA,"theta",2019-02-28
"2898","Blog  crafts",NA,2019-02-28 09:35:00,2019-02-28 09:52:00,00:17:18,0.2884102,NA,"wellness",2019-02-28
"2899","psi",NA,2019-02-28 09:55:00,2019-02-28 09:56:00,00:01:05,0.0182583,NA,"psi",2019-02-28
"2900","review",NA,2019-02-28 09:56:00,2019-02-28 10:25:00,00:29:03,0.4844295,NA,"psi",2019-02-28
"2901","review",NA,2019-02-28 10:57:00,2019-02-28 11:02:00,00:04:24,0.0734047,NA,"psi",2019-02-28
"2902","phi",NA,2019-02-28 11:02:00,2019-02-28 11:13:00,00:10:57,0.1827332,NA,"phi",2019-02-28
"2903","review",NA,2019-02-28 11:13:00,2019-02-28 11:21:00,00:08:04,0.1346118,NA,"psi",2019-02-28
"2904","phi",NA,2019-02-28 11:21:00,2019-02-28 11:48:00,00:27:23,0.4564265,NA,"phi",2019-02-28
"2905","theta",NA,2019-02-28 11:48:00,2019-02-28 11:48:00,00:00:04,0.0012767,NA,"theta",2019-02-28
"2906","review",NA,2019-02-28 11:48:00,2019-02-28 11:50:00,00:01:51,0.0309694,NA,"psi",2019-02-28
"2907","phi",NA,2019-02-28 12:43:00,2019-02-28 14:28:00,01:44:36,1.7435898,NA,"phi",2019-02-28
"2908","review",NA,2019-02-28 14:28:00,2019-02-28 14:38:00,00:09:26,0.157332,NA,"psi",2019-02-28
"2909","review",NA,2019-02-28 18:17:00,2019-02-28 18:18:00,00:00:20,0.0056679,NA,"psi",2019-02-28
"2910","theta",NA,2019-02-28 18:18:00,2019-02-28 18:29:00,00:11:36,0.1935501,NA,"theta",2019-02-28
"2911","theta",NA,2019-02-28 18:31:00,2019-02-28 18:33:00,00:01:49,0.0303865,NA,"theta",2019-02-28
"2912","review",NA,2019-02-28 18:33:00,2019-02-28 18:35:00,00:02:28,0.0412488,NA,"psi",2019-02-28
"2913","phi",NA,2019-02-28 18:35:00,2019-02-28 18:42:00,00:06:26,0.1074295,NA,"phi",2019-02-28
"2914","Blog  crafts",NA,2019-03-01 09:00:00,2019-03-01 09:02:00,00:02:28,0.041375,NA,"wellness",2019-03-01
"2915","review",NA,2019-03-01 10:32:00,2019-03-01 10:41:00,00:08:53,0.1481577,NA,"psi",2019-03-01
"2916","psi",NA,2019-03-01 10:47:00,2019-03-01 10:48:00,00:00:51,0.0144091,NA,"psi",2019-03-01
"2917","review",NA,2019-03-01 10:48:00,2019-03-01 10:48:00,00:00:08,0.0023134,NA,"psi",2019-03-01
"2918","psi",NA,2019-03-01 10:48:00,2019-03-01 10:51:00,00:03:34,0.0594922,NA,"psi",2019-03-01
"2919","review",NA,2019-03-01 10:51:00,2019-03-01 10:55:00,00:03:27,0.0577514,NA,"psi",2019-03-01
"2920","psi",NA,2019-03-01 10:55:00,2019-03-01 10:59:00,00:04:24,0.0733575,NA,"psi",2019-03-01
"2921","review",NA,2019-03-01 11:39:00,2019-03-01 11:39:00,00:00:00,0.0002755,NA,"psi",2019-03-01
"2922","psi",NA,2019-03-01 11:39:00,2019-03-01 12:10:00,00:30:42,0.5117244,NA,"psi",2019-03-01
"2923","psi",NA,2019-03-01 12:10:00,2019-03-01 12:12:00,00:02:31,0.0422136,NA,"psi",2019-03-01
"2924","review",NA,2019-03-01 14:14:00,2019-03-01 14:15:00,00:00:38,0.0106139,NA,"psi",2019-03-01
"2925","psi",NA,2019-03-01 14:15:00,2019-03-01 14:15:00,00:00:26,0.0072897,NA,"psi",2019-03-01
"2926","review",NA,2019-03-01 14:15:00,2019-03-01 14:22:00,00:06:15,0.1043808,NA,"psi",2019-03-01
"2927","phi",NA,2019-03-01 14:22:00,2019-03-01 14:24:00,00:02:04,0.034601,NA,"phi",2019-03-01
"2928","theta",NA,2019-03-01 14:24:00,2019-03-01 14:25:00,00:00:49,0.013729,NA,"theta",2019-03-01
"2929","psi",NA,2019-03-01 14:25:00,2019-03-01 14:27:00,00:01:55,0.0320874,NA,"psi",2019-03-01
"2930","Blog  crafts",NA,2019-03-01 14:27:00,2019-03-01 14:42:00,00:15:57,0.2660284,NA,"wellness",2019-03-01
"2931","psi",NA,2019-03-01 14:42:00,2019-03-01 14:43:00,00:00:14,0.0039715,NA,"psi",2019-03-01
"2932","review",NA,2019-03-01 14:43:00,2019-03-01 14:47:00,00:04:08,0.0690589,NA,"psi",2019-03-01
"2933","phi",NA,2019-03-01 14:47:00,2019-03-01 14:50:00,00:03:11,0.0531555,NA,"phi",2019-03-01
"2934","theta",NA,2019-03-01 14:50:00,2019-03-01 15:15:00,00:24:50,0.4141326,NA,"theta",2019-03-01
"2935","review",NA,2019-03-01 15:49:00,2019-03-01 15:50:00,00:01:02,0.0174902,NA,"psi",2019-03-01
"2936","phi",NA,2019-03-01 15:50:00,2019-03-01 16:07:00,00:17:18,0.2883348,NA,"phi",2019-03-01
"2937","theta",NA,2019-03-01 16:07:00,2019-03-01 16:30:00,00:22:35,0.3765713,NA,"theta",2019-03-01
"2938","review",NA,2019-03-01 16:30:00,2019-03-01 16:31:00,00:00:53,0.0148858,NA,"psi",2019-03-01
"2939","theta",NA,2019-03-01 16:35:00,2019-03-01 16:43:00,00:07:21,0.1226208,NA,"theta",2019-03-01
"2940","phi",NA,2019-03-01 18:04:00,2019-03-01 18:24:00,00:20:27,0.340851,NA,"phi",2019-03-01
"2941","phi",NA,2019-03-01 18:24:00,2019-03-01 18:45:00,00:20:10,0.3362206,NA,"phi",2019-03-01
"2942","review",NA,2019-03-01 18:45:00,2019-03-01 18:51:00,00:06:07,0.1021374,NA,"psi",2019-03-01
"2943","housework  errands",NA,2019-03-01 18:58:00,2019-03-01 19:05:00,00:07:09,0.1191716,NA,"wellness",2019-03-01
"2944","phi",NA,2019-03-01 19:05:00,2019-03-01 19:18:00,00:12:32,0.2090366,NA,"phi",2019-03-01
"2945","theta",NA,2019-03-01 19:27:00,2019-03-01 19:46:00,00:19:21,0.3227366,NA,"theta",2019-03-01
"2946","psi",NA,2019-03-01 19:46:00,2019-03-01 19:51:00,00:05:18,0.0884413,NA,"psi",2019-03-01
"2947","review",NA,2019-03-01 19:51:00,2019-03-01 19:58:00,00:06:31,0.1087337,NA,"psi",2019-03-01
"2948","psi",NA,2019-03-02 06:05:00,2019-03-02 06:07:00,00:02:38,0.0440607,NA,"psi",2019-03-02
"2949","psi",NA,2019-03-02 06:43:00,2019-03-02 06:53:00,00:10:37,0.1771236,NA,"psi",2019-03-02
"2950","psi",NA,2019-03-02 06:53:00,2019-03-02 06:57:00,00:03:42,0.0618035,NA,"psi",2019-03-02
"2951","review",NA,2019-03-02 07:17:00,2019-03-02 07:31:00,00:13:16,0.221192,NA,"psi",2019-03-02
"2952","review",NA,2019-03-02 10:24:00,2019-03-02 10:26:00,00:01:15,0.0210566,NA,"psi",2019-03-02
"2953","phi",NA,2019-03-02 10:26:00,2019-03-02 10:27:00,00:00:53,0.0149169,NA,"phi",2019-03-02
"2954","theta",NA,2019-03-02 10:27:00,2019-03-02 10:28:00,00:01:23,0.0231346,NA,"theta",2019-03-02
"2955","review",NA,2019-03-02 10:28:00,2019-03-02 10:29:00,00:00:51,0.01441,NA,"psi",2019-03-02
"2956","phi",NA,2019-03-02 10:29:00,2019-03-02 10:40:00,00:11:08,0.1857951,NA,"phi",2019-03-02
"2957","theta",NA,2019-03-02 10:40:00,2019-03-02 11:00:00,00:20:04,0.3345576,NA,"theta",2019-03-02
"2958","review",NA,2019-03-02 11:00:00,2019-03-02 11:02:00,00:01:59,0.0332701,NA,"psi",2019-03-02
"2959","phi",NA,2019-03-02 11:34:00,2019-03-02 11:46:00,00:11:20,0.1890791,NA,"phi",2019-03-02
"2960","phi",NA,2019-03-02 11:46:00,2019-03-02 11:46:00,00:00:00,0.0002363,NA,"phi",2019-03-02
"2961","review",NA,2019-03-02 13:25:00,2019-03-02 13:29:00,00:03:58,0.0661487,NA,"psi",2019-03-02
"2962","phi",NA,2019-03-02 18:59:00,2019-03-02 19:18:00,00:18:42,0.311866,NA,"phi",2019-03-02
"2963","theta",NA,2019-03-02 19:18:00,2019-03-02 19:27:00,00:09:29,0.1582915,NA,"theta",2019-03-02
"2964","review",NA,2019-03-03 10:00:00,2019-03-03 10:05:00,00:05:04,0.084485,NA,"psi",2019-03-03
"2965","review",NA,2019-03-03 10:36:00,2019-03-03 10:42:00,00:05:59,0.0999724,NA,"psi",2019-03-03
"2966","psi",NA,2019-03-03 10:42:00,2019-03-03 10:49:00,00:07:18,0.121689,NA,"psi",2019-03-03
"2967","review",NA,2019-03-03 10:49:00,2019-03-03 10:50:00,00:00:36,0.0102035,NA,"psi",2019-03-03
"2968","Blog  crafts",NA,2019-03-03 10:53:00,2019-03-03 10:57:00,00:04:19,0.0720362,NA,"wellness",2019-03-03
"2969","Blog  crafts",NA,2019-03-03 11:11:00,2019-03-03 11:14:00,00:03:45,0.0627463,NA,"wellness",2019-03-03
"2970","phi",NA,2019-03-03 11:14:00,2019-03-03 11:15:00,00:00:38,0.0107751,NA,"phi",2019-03-03
"2971","theta",NA,2019-03-03 11:15:00,2019-03-03 11:26:00,00:11:10,0.1862442,NA,"theta",2019-03-03
"2972","theta",NA,2019-03-03 13:25:00,2019-03-03 13:27:00,00:01:43,0.0288482,NA,"theta",2019-03-03
"2973","Blog  crafts",NA,2019-03-03 13:27:00,2019-03-03 13:46:00,00:18:37,0.3103421,NA,"wellness",2019-03-03
"2974","Blog  crafts",NA,2019-03-03 15:44:00,2019-03-03 16:32:00,00:47:17,0.7880851,NA,"wellness",2019-03-03
"2975","Blog  crafts",NA,2019-03-04 09:17:00,2019-03-04 09:18:00,00:00:42,0.0118496,NA,"wellness",2019-03-04
"2976","review",NA,2019-03-04 10:29:00,2019-03-04 11:18:00,00:48:06,0.801682,NA,"psi",2019-03-04
"2977","review",NA,2019-03-04 11:18:00,2019-03-04 11:32:00,00:14:02,0.2340526,NA,"psi",2019-03-04
"2978","psi",NA,2019-03-04 11:32:00,2019-03-04 11:37:00,00:05:36,0.0935042,NA,"psi",2019-03-04
"2979","review",NA,2019-03-04 11:37:00,2019-03-04 11:38:00,00:00:20,0.0056896,NA,"psi",2019-03-04
"2980","psi",NA,2019-03-04 11:38:00,2019-03-04 11:39:00,00:00:47,0.0131537,NA,"psi",2019-03-04
"2981","community",NA,2019-03-04 11:39:00,2019-03-04 11:45:00,00:06:40,0.1111263,NA,"psi",2019-03-04
"2982","review",NA,2019-03-04 12:13:00,2019-03-04 12:17:00,00:04:11,0.0697718,NA,"psi",2019-03-04
"2983","theta",NA,2019-03-04 12:17:00,2019-03-04 12:41:00,00:23:39,0.3942331,NA,"theta",2019-03-04
"2984","review",NA,2019-03-04 12:42:00,2019-03-04 12:43:00,00:01:13,0.0205101,NA,"psi",2019-03-04
"2985","psi",NA,2019-03-04 12:43:00,2019-03-04 12:50:00,00:07:40,0.1277947,NA,"psi",2019-03-04
"2986","psi",NA,2019-03-04 12:59:00,2019-03-04 12:59:00,00:00:21,0.0061003,NA,"psi",2019-03-04
"2987","review",NA,2019-03-04 12:59:00,2019-03-04 13:00:00,00:01:10,0.0196104,NA,"psi",2019-03-04
"2988","phi",NA,2019-03-04 13:00:00,2019-03-04 13:01:00,00:00:51,0.0143193,NA,"phi",2019-03-04
"2989","theta",NA,2019-03-04 13:01:00,2019-03-04 13:21:00,00:20:32,0.3423974,NA,"theta",2019-03-04
"2990","psi",NA,2019-03-04 13:22:00,2019-03-04 13:24:00,00:02:10,0.0362876,NA,"psi",2019-03-04
"2991","review",NA,2019-03-04 13:24:00,2019-03-04 13:27:00,00:03:11,0.0533064,NA,"psi",2019-03-04
"2992","psi",NA,2019-03-04 13:27:00,2019-03-04 13:34:00,00:06:30,0.1085768,NA,"psi",2019-03-04
